"","Member_ID","Landing","Visits"
"49045","J8100585","Pay_Claims",345
"49046","W4457600","Pay_Claims",137
"49047","M2639724","Pay_Claims",160
"49048","I4156860","Pay_Claims",49
"49049","K7758229","Pay_Claims",0
"49050","T1151294","Pay_Claims",0
"49051","C2979151","Pay_Claims",0
"49052","T2144842","Pay_Claims",384
"49053","Z8646810","Pay_Claims",0
"49054","W8485063","Pay_Claims",2
"49055","H2270453","Pay_Claims",0
"49056","E0385150","Pay_Claims",0
"49057","J9912053","Pay_Claims",77
"49058","C5565452","Pay_Claims",0
"49059","B4664118","Pay_Claims",0
"49060","Y8583178","Pay_Claims",0
"49061","B5022025","Pay_Claims",27
"49062","K1758758","Pay_Claims",0
"49063","R4197932","Pay_Claims",0
"49064","E4351395","Pay_Claims",0
"49065","M3068644","Pay_Claims",0
"49066","Y6754787","Pay_Claims",0
"49067","W8265690","Pay_Claims",0
"49068","N6136721","Pay_Claims",0
"49069","A1657864","Pay_Claims",0
"49070","N6968267","Pay_Claims",0
"49071","T2959878","Pay_Claims",0
"49072","D7698616","Pay_Claims",0
"49073","K0519375","Pay_Claims",0
"49074","Y8910268","Pay_Claims",0
"49075","P8282342","Pay_Claims",0
"49076","I2157766","Pay_Claims",0
"49077","B2222586","Pay_Claims",0
"49078","E1768958","Pay_Claims",0
"49079","W4354304","Pay_Claims",0
"49080","M7293401","Pay_Claims",2
"49081","G6654326","Pay_Claims",0
"49082","A0486542","Pay_Claims",1
"49083","J3940086","Pay_Claims",0
"49084","U4363738","Pay_Claims",0
"49085","W2396775","Pay_Claims",246
"49086","Z8545750","Pay_Claims",1
"49087","Y1248349","Pay_Claims",0
"49088","D2421979","Pay_Claims",0
"49089","Q8900602","Pay_Claims",0
"49090","F6862201","Pay_Claims",0
"49091","F9295500","Pay_Claims",0
"49092","I9148263","Pay_Claims",1
"49093","T6791398","Pay_Claims",0
"49094","B5936508","Pay_Claims",76
"49095","C0938831","Pay_Claims",0
"49096","I8563469","Pay_Claims",1
"49097","I9556600","Pay_Claims",0
"49098","F0467228","Pay_Claims",0
"49099","U8500490","Pay_Claims",0
"49100","X5171498","Pay_Claims",59
"49101","F0815273","Pay_Claims",0
"49102","W3829436","Pay_Claims",0
"49103","X8847768","Pay_Claims",1
"49104","O0379034","Pay_Claims",0
"49105","N4179490","Pay_Claims",1
"49106","O9218816","Pay_Claims",0
"49107","S9655988","Pay_Claims",0
"49108","E8153555","Pay_Claims",0
"49109","O9504568","Pay_Claims",1
"49110","D3721465","Pay_Claims",0
"49111","B9552381","Pay_Claims",12
"49112","J1874353","Pay_Claims",1
"49113","W2745637","Pay_Claims",0
"49114","A9973253","Pay_Claims",0
"49115","H2726357","Pay_Claims",1
"49116","W6753959","Pay_Claims",2
"49117","N8904743","Pay_Claims",0
"49118","L1626855","Pay_Claims",0
"49119","W3197703","Pay_Claims",0
"49120","M9809318","Pay_Claims",155
"49121","R5964524","Pay_Claims",0
"49122","M5064077","Pay_Claims",8
"49123","F8126402","Pay_Claims",0
"49124","V0027963","Pay_Claims",0
"49125","T7165390","Pay_Claims",106
"49126","P6937888","Pay_Claims",0
"49127","N9051373","Pay_Claims",105
"49128","V6098765","Pay_Claims",0
"49129","B7951241","Pay_Claims",0
"49130","O2277174","Pay_Claims",1
"49131","V4853363","Pay_Claims",0
"49132","Y0265540","Pay_Claims",0
"49133","C6226443","Pay_Claims",2
"49134","R1889460","Pay_Claims",0
"49135","P7873762","Pay_Claims",0
"49136","R0578749","Pay_Claims",2
"49137","W6977176","Pay_Claims",0
"49138","Y9137282","Pay_Claims",194
"49139","N2618770","Pay_Claims",0
"49140","H3255269","Pay_Claims",1
"49141","J9735317","Pay_Claims",2
"49142","P1780398","Pay_Claims",0
"49143","F6304482","Pay_Claims",0
"49144","J3293040","Pay_Claims",1
"49145","H0847581","Pay_Claims",272
"49146","M3841152","Pay_Claims",0
"49147","U3873298","Pay_Claims",0
"49148","C4961603","Pay_Claims",0
"49149","A2802212","Pay_Claims",0
"49150","R9691414","Pay_Claims",0
"49151","J4342172","Pay_Claims",1
"49152","E1180218","Pay_Claims",0
"49153","R5534602","Pay_Claims",0
"49154","C5817073","Pay_Claims",1
"49155","O7821051","Pay_Claims",217
"49156","L2217470","Pay_Claims",0
"49157","V9766496","Pay_Claims",35
"49158","O0547626","Pay_Claims",0
"49159","M0921125","Pay_Claims",0
"49160","I9252008","Pay_Claims",0
"49161","C3449897","Pay_Claims",0
"49162","H9186120","Pay_Claims",0
"49163","G0291609","Pay_Claims",0
"49164","E7357670","Pay_Claims",1
"49165","L5904011","Pay_Claims",15
"49166","V4294383","Pay_Claims",0
"49167","L7314617","Pay_Claims",0
"49168","M9277118","Pay_Claims",0
"49169","A3697390","Pay_Claims",2
"49170","R8145941","Pay_Claims",0
"49171","P9034900","Pay_Claims",96
"49172","Y0393849","Pay_Claims",0
"49173","T3297783","Pay_Claims",12
"49174","S6542450","Pay_Claims",0
"49175","E4455028","Pay_Claims",1
"49176","B7350399","Pay_Claims",325
"49177","C1553650","Pay_Claims",0
"49178","F3731265","Pay_Claims",2
"49179","V8335608","Pay_Claims",0
"49180","F6648188","Pay_Claims",0
"49181","D3305701","Pay_Claims",0
"49182","B8582512","Pay_Claims",0
"49183","Z6758815","Pay_Claims",1
"49184","T4666032","Pay_Claims",0
"49185","P7952498","Pay_Claims",1
"49186","G6547340","Pay_Claims",149
"49187","O7798817","Pay_Claims",0
"49188","W3352873","Pay_Claims",1
"49189","B3928441","Pay_Claims",0
"49190","Z2130349","Pay_Claims",0
"49191","M5668726","Pay_Claims",0
"49192","P9166288","Pay_Claims",0
"49193","B5013345","Pay_Claims",0
"49194","J3741607","Pay_Claims",0
"49195","O0433937","Pay_Claims",0
"49196","K6245825","Pay_Claims",0
"49197","N2295634","Pay_Claims",1
"49198","D1368810","Pay_Claims",0
"49199","A8616172","Pay_Claims",98
"49200","Q9375098","Pay_Claims",0
"49201","S9446061","Pay_Claims",0
"49202","N5708717","Pay_Claims",0
"49203","H9232019","Pay_Claims",0
"49204","S8006773","Pay_Claims",0
"49205","H4361344","Pay_Claims",0
"49206","Y2366079","Pay_Claims",0
"49207","F9123159","Pay_Claims",0
"49208","S9645142","Pay_Claims",28
"49209","J1174789","Pay_Claims",0
"49210","M5898384","Pay_Claims",184
"49211","Z6951853","Pay_Claims",0
"49212","W5688922","Pay_Claims",16
"49213","E0617706","Pay_Claims",2
"49214","C7135630","Pay_Claims",0
"49215","F3209144","Pay_Claims",0
"49216","G7978775","Pay_Claims",0
"49217","I0074723","Pay_Claims",0
"49218","M6445982","Pay_Claims",0
"49219","Y7763956","Pay_Claims",0
"49220","A7053423","Pay_Claims",163
"49221","V4929307","Pay_Claims",0
"49222","L6920311","Pay_Claims",0
"49223","W1775689","Pay_Claims",241
"49224","I9893746","Pay_Claims",427
"49225","U8514285","Pay_Claims",0
"49226","K3370014","Pay_Claims",0
"49227","X6059633","Pay_Claims",0
"49228","N3663445","Pay_Claims",0
"49229","W4805354","Pay_Claims",0
"49230","K7410995","Pay_Claims",0
"49231","O0212440","Pay_Claims",79
"49232","O5565301","Pay_Claims",0
"49233","T0938998","Pay_Claims",0
"49234","C5591363","Pay_Claims",2
"49235","C6948782","Pay_Claims",46
"49236","E2422933","Pay_Claims",0
"49237","P5225416","Pay_Claims",1
"49238","E4580235","Pay_Claims",0
"49239","U7632548","Pay_Claims",0
"49240","M2623498","Pay_Claims",0
"49241","L8350757","Pay_Claims",0
"49242","A4477731","Pay_Claims",263
"49243","Q5089554","Pay_Claims",1
"49244","U5427057","Pay_Claims",0
"49245","M0587672","Pay_Claims",1
"49246","K9950465","Pay_Claims",1
"49247","P4887882","Pay_Claims",0
"49248","R3783089","Pay_Claims",23
"49249","G5110239","Pay_Claims",0
"49250","V2603129","Pay_Claims",0
"49251","C2392329","Pay_Claims",0
"49252","D2059382","Pay_Claims",0
"49253","X3945794","Pay_Claims",0
"49254","B8239473","Pay_Claims",0
"49255","J0361679","Pay_Claims",0
"49256","E4600521","Pay_Claims",120
"49257","X6203310","Pay_Claims",22
"49258","U6829128","Pay_Claims",0
"49259","G0869090","Pay_Claims",0
"49260","J4778188","Pay_Claims",0
"49261","W3774488","Pay_Claims",0
"49262","J3729392","Pay_Claims",0
"49263","T1498550","Pay_Claims",0
"49264","F9842538","Pay_Claims",0
"49265","K2543022","Pay_Claims",1
"49266","C4433119","Pay_Claims",2
"49267","H8321620","Pay_Claims",0
"49268","V1493507","Pay_Claims",0
"49269","N7585768","Pay_Claims",1
"49270","O1164952","Pay_Claims",0
"49271","I8855522","Pay_Claims",31
"49272","F0150896","Pay_Claims",0
"49273","O2498890","Pay_Claims",0
"49274","J5710668","Pay_Claims",23
"49275","U2700785","Pay_Claims",233
"49276","T1182639","Pay_Claims",1
"49277","K9949825","Pay_Claims",0
"49278","R9226118","Pay_Claims",0
"49279","U4034063","Pay_Claims",0
"49280","J2331828","Pay_Claims",8
"49281","V3004757","Pay_Claims",1
"49282","T0706666","Pay_Claims",1
"49283","Z6808433","Pay_Claims",1
"49284","I0932678","Pay_Claims",0
"49285","X9237159","Pay_Claims",97
"49286","I8500901","Pay_Claims",0
"49287","H1596302","Pay_Claims",0
"49288","X2757671","Pay_Claims",0
"49289","P2942086","Pay_Claims",0
"49290","W3997475","Pay_Claims",86
"49291","A1344056","Pay_Claims",0
"49292","T5741400","Pay_Claims",0
"49293","X6027859","Pay_Claims",0
"49294","X7904289","Pay_Claims",0
"49295","L9535699","Pay_Claims",0
"49296","M7745095","Pay_Claims",0
"49297","G9405709","Pay_Claims",1
"49298","Y0828673","Pay_Claims",1
"49299","S4817819","Pay_Claims",1
"49300","F6395400","Pay_Claims",0
"49301","W8469109","Pay_Claims",0
"49302","P3885557","Pay_Claims",0
"49303","Q5649086","Pay_Claims",0
"49304","M1259582","Pay_Claims",113
"49305","U5184848","Pay_Claims",0
"49306","D1787877","Pay_Claims",2
"49307","O4946415","Pay_Claims",0
"49308","G9824578","Pay_Claims",0
"49309","F2258835","Pay_Claims",0
"49310","K1939547","Pay_Claims",1
"49311","T2621389","Pay_Claims",2
"49312","L4310423","Pay_Claims",1
"49313","H4655454","Pay_Claims",0
"49314","G6014046","Pay_Claims",114
"49315","L7681394","Pay_Claims",1
"49316","P1772360","Pay_Claims",2
"49317","D6874730","Pay_Claims",0
"49318","C0433447","Pay_Claims",271
"49319","I9461996","Pay_Claims",0
"49320","Y0567264","Pay_Claims",2
"49321","V3297214","Pay_Claims",0
"49322","D1751434","Pay_Claims",0
"49323","Q5233735","Pay_Claims",1
"49324","M0977023","Pay_Claims",0
"49325","Z3629858","Pay_Claims",139
"49326","K2795883","Pay_Claims",0
"49327","Q3598677","Pay_Claims",0
"49328","J4351914","Pay_Claims",26
"49329","K6246469","Pay_Claims",75
"49330","F2104366","Pay_Claims",42
"49331","K3869980","Pay_Claims",8
"49332","R1759646","Pay_Claims",56
"49333","E2348641","Pay_Claims",51
"49334","T1196990","Pay_Claims",0
"49335","Z4920229","Pay_Claims",1
"49336","F5279762","Pay_Claims",0
"49337","C7344188","Pay_Claims",0
"49338","K0250524","Pay_Claims",0
"49339","K4430929","Pay_Claims",0
"49340","U8139835","Pay_Claims",0
"49341","U0444915","Pay_Claims",0
"49342","T6075914","Pay_Claims",0
"49343","L8823788","Pay_Claims",0
"49344","J7984140","Pay_Claims",1
"49345","U2881018","Pay_Claims",1
"49346","J2827261","Pay_Claims",96
"49347","V6469812","Pay_Claims",0
"49348","R2012620","Pay_Claims",0
"49349","X2075187","Pay_Claims",0
"49350","Q4969152","Pay_Claims",1
"49351","E8719523","Pay_Claims",0
"49352","N6578887","Pay_Claims",0
"49353","R3351337","Pay_Claims",1
"49354","J9163016","Pay_Claims",0
"49355","C5884207","Pay_Claims",42
"49356","J6870208","Pay_Claims",0
"49357","C1843506","Pay_Claims",0
"49358","Y4469732","Pay_Claims",0
"49359","C7689102","Pay_Claims",103
"49360","V4939522","Pay_Claims",1
"49361","R1231288","Pay_Claims",0
"49362","F9591072","Pay_Claims",0
"49363","W2831301","Pay_Claims",75
"49364","U6693294","Pay_Claims",0
"49365","T7619541","Pay_Claims",0
"49366","A7765296","Pay_Claims",308
"49367","T4577868","Pay_Claims",1
"49368","L8569057","Pay_Claims",0
"49369","F9560969","Pay_Claims",0
"49370","U4405505","Pay_Claims",0
"49371","H7452981","Pay_Claims",0
"49372","X5998360","Pay_Claims",0
"49373","N1757687","Pay_Claims",0
"49374","W0538380","Pay_Claims",0
"49375","E6533485","Pay_Claims",93
"49376","E5419444","Pay_Claims",1
"49377","O9093550","Pay_Claims",1
"49378","A9417396","Pay_Claims",285
"49379","A4996982","Pay_Claims",275
"49380","T0858361","Pay_Claims",0
"49381","G8022776","Pay_Claims",0
"49382","M5317395","Pay_Claims",0
"49383","B1793795","Pay_Claims",0
"49384","P6465588","Pay_Claims",5
"49385","J9941961","Pay_Claims",0
"49386","O2535107","Pay_Claims",0
"49387","A7246355","Pay_Claims",0
"49388","I4905244","Pay_Claims",1
"49389","M4248790","Pay_Claims",0
"49390","F5437635","Pay_Claims",1
"49391","P6249697","Pay_Claims",0
"49392","W7315003","Pay_Claims",0
"49393","E6267257","Pay_Claims",0
"49394","Y7404286","Pay_Claims",1
"49395","J6794826","Pay_Claims",0
"49396","Y4019860","Pay_Claims",0
"49397","R8799068","Pay_Claims",0
"49398","N5794957","Pay_Claims",0
"49399","F0003775","Pay_Claims",0
"49400","N8780134","Pay_Claims",0
"49401","A7075085","Pay_Claims",0
"49402","B4701480","Pay_Claims",0
"49403","Z3069451","Pay_Claims",0
"49404","U7011726","Pay_Claims",0
"49405","J9360436","Pay_Claims",213
"49406","U1922536","Pay_Claims",0
"49407","M7221533","Pay_Claims",1
"49408","E9965750","Pay_Claims",1
"49409","J4759216","Pay_Claims",0
"49410","G7014061","Pay_Claims",384
"49411","B1398895","Pay_Claims",0
"49412","Z6290029","Pay_Claims",0
"49413","A0026034","Pay_Claims",0
"49414","O9086433","Pay_Claims",1
"49415","X3729035","Pay_Claims",0
"49416","K8340708","Pay_Claims",74
"49417","H7072869","Pay_Claims",0
"49418","S9848346","Pay_Claims",39
"49419","O3556042","Pay_Claims",0
"49420","T5866486","Pay_Claims",0
"49421","Y2645508","Pay_Claims",0
"49422","I6391141","Pay_Claims",0
"49423","Q2018020","Pay_Claims",1
"49424","V7939295","Pay_Claims",0
"49425","V9079486","Pay_Claims",0
"49426","T0434793","Pay_Claims",0
"49427","L3235422","Pay_Claims",0
"49428","H3487421","Pay_Claims",0
"49429","Z1712394","Pay_Claims",0
"49430","P3497695","Pay_Claims",0
"49431","O6279746","Pay_Claims",0
"49432","M3498345","Pay_Claims",0
"49433","G1018887","Pay_Claims",0
"49434","U8199245","Pay_Claims",0
"49435","H7708697","Pay_Claims",0
"49436","V2068269","Pay_Claims",0
"49437","Z3817927","Pay_Claims",0
"49438","T3206572","Pay_Claims",0
"49439","E5996757","Pay_Claims",158
"49440","J8255490","Pay_Claims",0
"49441","V6580364","Pay_Claims",0
"49442","H8361730","Pay_Claims",0
"49443","W8004702","Pay_Claims",1
"49444","L5286531","Pay_Claims",0
"49445","G5724381","Pay_Claims",0
"49446","Y8480058","Pay_Claims",10
"49447","B4862687","Pay_Claims",0
"49448","Q5855391","Pay_Claims",120
"49449","I3958524","Pay_Claims",0
"49450","N3417361","Pay_Claims",0
"49451","A3811671","Pay_Claims",0
"49452","V5309561","Pay_Claims",44
"49453","F2671951","Pay_Claims",210
"49454","N1033450","Pay_Claims",0
"49455","Q7087384","Pay_Claims",0
"49456","E2359228","Pay_Claims",0
"49457","X5377940","Pay_Claims",0
"49458","U8789326","Pay_Claims",1
"49459","R5551543","Pay_Claims",0
"49460","I7222543","Pay_Claims",330
"49461","R5656287","Pay_Claims",0
"49462","Z3856202","Pay_Claims",0
"49463","Q7858308","Pay_Claims",180
"49464","A4932689","Pay_Claims",0
"49465","U3164140","Pay_Claims",47
"49466","C3035422","Pay_Claims",0
"49467","I1171690","Pay_Claims",0
"49468","A0607736","Pay_Claims",0
"49469","T8628912","Pay_Claims",152
"49470","G1035937","Pay_Claims",0
"49471","S4268537","Pay_Claims",0
"49472","Z4302753","Pay_Claims",2
"49473","Z7512771","Pay_Claims",1
"49474","P5450068","Pay_Claims",243
"49475","Y6192912","Pay_Claims",218
"49476","L6765694","Pay_Claims",0
"49477","K3258077","Pay_Claims",0
"49478","A6737175","Pay_Claims",0
"49479","S9898742","Pay_Claims",70
"49480","L1753550","Pay_Claims",0
"49481","T7675247","Pay_Claims",0
"49482","X4268481","Pay_Claims",0
"49483","D3859903","Pay_Claims",0
"49484","L6738258","Pay_Claims",1
"49485","D5659071","Pay_Claims",467
"49486","Z6260449","Pay_Claims",0
"49487","E0196521","Pay_Claims",0
"49488","O8246379","Pay_Claims",0
"49489","D3178821","Pay_Claims",50
"49490","D3011341","Pay_Claims",0
"49491","K8885400","Pay_Claims",1
"49492","L6298415","Pay_Claims",0
"49493","N6786301","Pay_Claims",1
"49494","K9100969","Pay_Claims",48
"49495","F9416729","Pay_Claims",35
"49496","L3655031","Pay_Claims",0
"49497","Q8432045","Pay_Claims",0
"49498","I4654750","Pay_Claims",1
"49499","C6460606","Pay_Claims",0
"49500","J2856198","Pay_Claims",1
"49501","Z1170874","Pay_Claims",0
"49502","I3536092","Pay_Claims",0
"49503","V9544176","Pay_Claims",6
"49504","P4366967","Pay_Claims",0
"49505","H9856588","Pay_Claims",0
"49506","R2944017","Pay_Claims",0
"49507","Z3932547","Pay_Claims",0
"49508","X6788228","Pay_Claims",0
"49509","T1265180","Pay_Claims",0
"49510","D4455742","Pay_Claims",0
"49511","Q3054861","Pay_Claims",0
"49512","C3239506","Pay_Claims",128
"49513","E7574897","Pay_Claims",0
"49514","S3577087","Pay_Claims",0
"49515","J5131329","Pay_Claims",0
"49516","P6274824","Pay_Claims",0
"49517","U9298382","Pay_Claims",0
"49518","V7109288","Pay_Claims",0
"49519","I3520453","Pay_Claims",0
"49520","W2766548","Pay_Claims",141
"49521","E8977233","Pay_Claims",0
"49522","D7612556","Pay_Claims",75
"49523","O5155093","Pay_Claims",1
"49524","E5229348","Pay_Claims",1
"49525","A6759696","Pay_Claims",1
"49526","D8413955","Pay_Claims",0
"49527","G6256446","Pay_Claims",0
"49528","Q0304808","Pay_Claims",0
"49529","X6390693","Pay_Claims",0
"49530","V9206545","Pay_Claims",0
"49531","V4061108","Pay_Claims",0
"49532","G4847671","Pay_Claims",0
"49533","U6007415","Pay_Claims",0
"49534","A5156875","Pay_Claims",0
"49535","E4947597","Pay_Claims",0
"49536","Q5584975","Pay_Claims",0
"49537","R1354867","Pay_Claims",0
"49538","I2709459","Pay_Claims",0
"49539","Q9393533","Pay_Claims",0
"49540","X6692224","Pay_Claims",0
"49541","M5355974","Pay_Claims",205
"49542","Q1374270","Pay_Claims",0
"49543","E1955334","Pay_Claims",0
"49544","M8249621","Pay_Claims",0
"49545","N9881378","Pay_Claims",20
"49546","U5804811","Pay_Claims",46
"49547","M0686425","Pay_Claims",7
"49548","O5270095","Pay_Claims",0
"49549","V2264323","Pay_Claims",1
"49550","S3732949","Pay_Claims",1
"49551","O7513502","Pay_Claims",59
"49552","Y2849814","Pay_Claims",0
"49553","S1202119","Pay_Claims",0
"49554","G6039445","Pay_Claims",103
"49555","L9885508","Pay_Claims",0
"49556","M7652412","Pay_Claims",359
"49557","G2241063","Pay_Claims",0
"49558","Q0644252","Pay_Claims",0
"49559","E5459991","Pay_Claims",2
"49560","N4034544","Pay_Claims",0
"49561","E8633694","Pay_Claims",0
"49562","Y5492519","Pay_Claims",13
"49563","P7613856","Pay_Claims",0
"49564","Z1686876","Pay_Claims",309
"49565","V0227327","Pay_Claims",1
"49566","F3895653","Pay_Claims",0
"49567","Z3072750","Pay_Claims",0
"49568","D6606656","Pay_Claims",202
"49569","D1303823","Pay_Claims",0
"49570","G9478380","Pay_Claims",0
"49571","C0487597","Pay_Claims",0
"49572","Q5200839","Pay_Claims",0
"49573","R6345627","Pay_Claims",0
"49574","M5844822","Pay_Claims",0
"49575","B0334704","Pay_Claims",1
"49576","L4869357","Pay_Claims",0
"49577","Z6093424","Pay_Claims",0
"49578","H8880641","Pay_Claims",2
"49579","L3444712","Pay_Claims",0
"49580","I6096218","Pay_Claims",0
"49581","Z1587470","Pay_Claims",48
"49582","W5321402","Pay_Claims",0
"49583","X0472432","Pay_Claims",255
"49584","W1301469","Pay_Claims",0
"49585","T6941048","Pay_Claims",0
"49586","M6619042","Pay_Claims",1
"49587","J0707352","Pay_Claims",0
"49588","F3928896","Pay_Claims",0
"49589","R6371965","Pay_Claims",41
"49590","P8066547","Pay_Claims",424
"49591","C6013202","Pay_Claims",2
"49592","J4995316","Pay_Claims",0
"49593","W3623305","Pay_Claims",0
"49594","B6950535","Pay_Claims",0
"49595","E7507632","Pay_Claims",0
"49596","T8974662","Pay_Claims",1
"49597","A1540873","Pay_Claims",0
"49598","X7745137","Pay_Claims",347
"49599","O2511542","Pay_Claims",1
"49600","X9399464","Pay_Claims",2
"49601","L7945135","Pay_Claims",0
"49602","I5427396","Pay_Claims",1
"49603","H8454901","Pay_Claims",0
"49604","I6811386","Pay_Claims",200
"49605","J6954056","Pay_Claims",1
"49606","M1568088","Pay_Claims",0
"49607","B6917956","Pay_Claims",0
"49608","A9530468","Pay_Claims",0
"49609","P0085287","Pay_Claims",0
"49610","W4835157","Pay_Claims",0
"49611","G3983429","Pay_Claims",444
"49612","S9602929","Pay_Claims",59
"49613","V4667739","Pay_Claims",0
"49614","D6845437","Pay_Claims",0
"49615","U4169072","Pay_Claims",60
"49616","Q3029044","Pay_Claims",0
"49617","F6980225","Pay_Claims",1
"49618","O1761719","Pay_Claims",0
"49619","S7940696","Pay_Claims",0
"49620","W4348047","Pay_Claims",0
"49621","X7824974","Pay_Claims",0
"49622","W7573414","Pay_Claims",0
"49623","L3133810","Pay_Claims",0
"49624","L1887740","Pay_Claims",0
"49625","P4636356","Pay_Claims",2
"49626","C1885549","Pay_Claims",0
"49627","O0612698","Pay_Claims",0
"49628","Y7901482","Pay_Claims",1
"49629","F7221830","Pay_Claims",0
"49630","C6713008","Pay_Claims",0
"49631","R8697996","Pay_Claims",0
"49632","X9168539","Pay_Claims",0
"49633","N6696608","Pay_Claims",0
"49634","R8158967","Pay_Claims",1
"49635","P5074030","Pay_Claims",107
"49636","P9785172","Pay_Claims",0
"49637","A0508630","Pay_Claims",124
"49638","P1149462","Pay_Claims",0
"49639","E3482518","Pay_Claims",0
"49640","O4244456","Pay_Claims",0
"49641","P9017049","Pay_Claims",45
"49642","K9351487","Pay_Claims",0
"49643","F6922648","Pay_Claims",1
"49644","E5338037","Pay_Claims",1
"49645","L7155566","Pay_Claims",0
"49646","B3368003","Pay_Claims",218
"49647","L4013532","Pay_Claims",1
"49648","G7345779","Pay_Claims",0
"49649","M0489271","Pay_Claims",0
"49650","Y6091514","Pay_Claims",95
"49651","U3834050","Pay_Claims",0
"49652","Q6896146","Pay_Claims",0
"49653","A7142247","Pay_Claims",1
"49654","J8955529","Pay_Claims",0
"49655","Y0367159","Pay_Claims",0
"49656","G7961110","Pay_Claims",398
"49657","I8553016","Pay_Claims",54
"49658","Q8351204","Pay_Claims",0
"49659","R5086069","Pay_Claims",0
"49660","L6926860","Pay_Claims",0
"49661","Z4175459","Pay_Claims",0
"49662","V3011775","Pay_Claims",1
"49663","Y0309568","Pay_Claims",27
"49664","S9816538","Pay_Claims",2
"49665","L5008656","Pay_Claims",1
"49666","O2552029","Pay_Claims",2
"49667","M8717002","Pay_Claims",0
"49668","X0320380","Pay_Claims",2
"49669","I4210344","Pay_Claims",0
"49670","G5813145","Pay_Claims",0
"49671","M4767389","Pay_Claims",1
"49672","D7559431","Pay_Claims",0
"49673","F0181552","Pay_Claims",1
"49674","E5511119","Pay_Claims",0
"49675","O2688017","Pay_Claims",0
"49676","Q5425069","Pay_Claims",0
"49677","M2737379","Pay_Claims",66
"49678","N7267936","Pay_Claims",0
"49679","F2485829","Pay_Claims",0
"49680","C3500170","Pay_Claims",146
"49681","L5106298","Pay_Claims",0
"49682","A7650403","Pay_Claims",0
"49683","L3967821","Pay_Claims",0
"49684","F4604119","Pay_Claims",1
"49685","C7499902","Pay_Claims",0
"49686","L7063579","Pay_Claims",0
"49687","O7139519","Pay_Claims",185
"49688","Q4451167","Pay_Claims",10
"49689","T4619303","Pay_Claims",0
"49690","I6971912","Pay_Claims",35
"49691","X1095289","Pay_Claims",16
"49692","B7318353","Pay_Claims",193
"49693","Q2887264","Pay_Claims",0
"49694","R2392525","Pay_Claims",0
"49695","P5337433","Pay_Claims",0
"49696","E7671131","Pay_Claims",1
"49697","B6469807","Pay_Claims",110
"49698","N5279873","Pay_Claims",1
"49699","G6130475","Pay_Claims",0
"49700","Y4019029","Pay_Claims",1
"49701","G4370818","Pay_Claims",0
"49702","Q4084771","Pay_Claims",0
"49703","R9278249","Pay_Claims",0
"49704","B6792484","Pay_Claims",188
"49705","N4166257","Pay_Claims",1
"49706","F8183614","Pay_Claims",2
"49707","M4223306","Pay_Claims",0
"49708","I2633002","Pay_Claims",0
"49709","Y8757282","Pay_Claims",1
"49710","E7172320","Pay_Claims",0
"49711","J1987330","Pay_Claims",0
"49712","C6005377","Pay_Claims",0
"49713","P6536729","Pay_Claims",0
"49714","H4757932","Pay_Claims",13
"49715","V6670796","Pay_Claims",1
"49716","K2412772","Pay_Claims",350
"49717","P5928926","Pay_Claims",123
"49718","M4259724","Pay_Claims",189
"49719","S7768762","Pay_Claims",16
"49720","B6766706","Pay_Claims",1
"49721","M5920151","Pay_Claims",0
"49722","J6551863","Pay_Claims",1
"49723","J5394825","Pay_Claims",0
"49724","P3846872","Pay_Claims",259
"49725","C7045465","Pay_Claims",1
"49726","F6145505","Pay_Claims",1
"49727","J2522850","Pay_Claims",193
"49728","F2608139","Pay_Claims",0
"49729","U8937180","Pay_Claims",0
"49730","K6262574","Pay_Claims",0
"49731","E2750010","Pay_Claims",0
"49732","P9990909","Pay_Claims",0
"49733","Z0925201","Pay_Claims",0
"49734","Z7663110","Pay_Claims",421
"49735","B7475191","Pay_Claims",0
"49736","D0107368","Pay_Claims",0
"49737","E6349127","Pay_Claims",0
"49738","G0571882","Pay_Claims",305
"49739","H8215740","Pay_Claims",0
"49740","T1526474","Pay_Claims",1
"49741","D5787801","Pay_Claims",0
"49742","F8858042","Pay_Claims",0
"49743","Z3450037","Pay_Claims",0
"49744","K0692185","Pay_Claims",0
"49745","X9511783","Pay_Claims",0
"49746","Y3946591","Pay_Claims",307
"49747","W1368539","Pay_Claims",1
"49748","P6731864","Pay_Claims",83
"49749","P5045395","Pay_Claims",0
"49750","K5687281","Pay_Claims",0
"49751","V5416347","Pay_Claims",211
"49752","X1424553","Pay_Claims",0
"49753","M5232731","Pay_Claims",0
"49754","U0676043","Pay_Claims",0
"49755","K0160967","Pay_Claims",0
"49756","N0476983","Pay_Claims",0
"49757","J2074841","Pay_Claims",2
"49758","C2910774","Pay_Claims",0
"49759","D5156661","Pay_Claims",0
"49760","N4426812","Pay_Claims",16
"49761","R4671474","Pay_Claims",167
"49762","L6726079","Pay_Claims",0
"49763","H5318529","Pay_Claims",0
"49764","A2964368","Pay_Claims",0
"49765","B5026160","Pay_Claims",0
"49766","A7441410","Pay_Claims",1
"49767","Y1032856","Pay_Claims",0
"49768","M8213717","Pay_Claims",90
"49769","S0873071","Pay_Claims",0
"49770","X7326960","Pay_Claims",0
"49771","I4481347","Pay_Claims",2
"49772","O2629560","Pay_Claims",0
"49773","B5815444","Pay_Claims",5
"49774","Z2368087","Pay_Claims",1
"49775","X1005100","Pay_Claims",0
